year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party,candidatevotes,totalvotes,% of Total Votes,Rank,President
2012,Oregon,OR,41,92,72,US President,"Romney, Mitt",republican,"754,175","1,789,270",42.15%,2,NO
2012,Pennsylvania,PA,42,23,14,US President,"Obama, Barack H.",democrat,"2,990,274","5,742,040",52.08%,1,YES
2012,Pennsylvania,PA,42,23,14,US President,"Romney, Mitt",republican,"2,680,434","5,742,040",46.68%,2,NO
2012,Rhode Island,RI,44,15,5,US President,"Obama, Barack H.",democrat,"279,677","446,049",62.70%,1,YES
2012,Rhode Island,RI,44,15,5,US President,"Romney, Mitt",republican,"157,204","446,049",35.24%,2,NO
2012,South Carolina,SC,45,57,48,US President,"Romney, Mitt",republican,"1,071,645","1,964,118",54.56%,1,NO
2012,South Carolina,SC,45,57,48,US President,"Obama, Barack H.",democrat,"865,941","1,964,118",44.09%,2,YES
2012,South Dakota,SD,46,45,37,US President,"Romney, Mitt",republican,"210,610","363,815",57.89%,1,NO
2012,South Dakota,SD,46,45,37,US President,"Obama, Barack H.",democrat,"145,039","363,815",39.87%,2,YES
2012,Tennessee,TN,47,62,54,US President,"Romney, Mitt",republican,"1,462,330","2,458,577",59.48%,1,NO
2012,Tennessee,TN,47,62,54,US President,"Obama, Barack H.",democrat,"960,709","2,458,577",39.08%,2,YES
2012,Texas,TX,48,74,49,US President,"Romney, Mitt",republican,"4,569,843","7,993,851",57.17%,1,NO
2012,Texas,TX,48,74,49,US President,"Obama, Barack H.",democrat,"3,308,124","7,993,851",41.38%,2,YES
2012,Utah,UT,49,87,67,US President,"Romney, Mitt",republican,"740,600","1,017,440",72.79%,1,NO
2012,Utah,UT,49,87,67,US President,"Obama, Barack H.",democrat,"251,813","1,017,440",24.75%,2,YES
2012,Vermont,VT,50,13,6,US President,"Obama, Barack H.",democrat,"199,239","299,290",66.57%,1,YES
2012,Vermont,VT,50,13,6,US President,"Romney, Mitt",republican,"92,698","299,290",30.97%,2,NO
2012,Virginia,VA,51,54,40,US President,"Obama, Barack H.",democrat,"1,971,820","3,854,489",51.16%,1,YES
2012,Virginia,VA,51,54,40,US President,"Romney, Mitt",republican,"1,822,522","3,854,489",47.28%,2,NO
2012,Washington,WA,53,91,73,US President,"Obama, Barack H.",democrat,"1,755,396","3,125,516",56.16%,1,YES
2012,Washington,WA,53,91,73,US President,"Romney, Mitt",republican,"1,290,670","3,125,516",41.29%,2,NO
2012,West Virginia,WV,54,55,56,US President,"Romney, Mitt",republican,"417,655","670,438",62.30%,1,NO
2012,West Virginia,WV,54,55,56,US President,"Obama, Barack H.",democrat,"238,269","670,438",35.54%,2,YES
2012,Wisconsin,WI,55,35,25,US President,"Obama, Barack H.",democrat,"1,620,985","3,071,434",52.78%,1,YES
2012,Wisconsin,WI,55,35,25,US President,"Romney, Mitt",republican,"1,410,966","3,071,434",45.94%,2,NO
2012,Wyoming,WY,56,83,68,US President,"Romney, Mitt",republican,"170,962","250,701",68.19%,1,NO
2012,Wyoming,WY,56,83,68,US President,"Obama, Barack H.",democrat,"69,286","250,701",27.64%,2,YES
2016,Alabama,AL,1,63,41,US President,"Trump, Donald J.",republican,"1,318,255","2,123,372",62.08%,1,YES
2016,Alabama,AL,1,63,41,US President,"Clinton, Hillary",democrat,"729,547","2,123,372",34.36%,2,NO
2016,Alaska,AK,2,94,81,US President,"Trump, Donald J.",republican,"163,387","318,608",51.28%,1,YES
2016,Alaska,AK,2,94,81,US President,"Clinton, Hillary",democrat,"116,454","318,608",36.55%,2,NO
2016,Arizona,AZ,4,86,61,US President,"Trump, Donald J.",republican,"1,252,401","2,573,165",48.67%,1,YES
2016,Arizona,AZ,4,86,61,US President,"Clinton, Hillary",democrat,"1,161,167","2,573,165",45.13%,2,NO
2016,Arkansas,AR,5,71,42,US President,"Trump, Donald J.",republican,"684,872","1,130,635",60.57%,1,YES
2016,Arkansas,AR,5,71,42,US President,"Clinton, Hillary",democrat,"380,494","1,130,635",33.65%,2,NO
2016,California,CA,6,93,71,US President,"Clinton, Hillary",democrat,"8,753,788","14,181,595",61.73%,1,NO
2016,California,CA,6,93,71,US President,"Trump, Donald J.",republican,"4,483,810","14,181,595",31.62%,2,YES
2016,Colorado,CO,8,84,62,US President,"Clinton, Hillary",democrat,"1,338,870","2,780,220",48.16%,1,NO
2016,Colorado,CO,8,84,62,US President,"Trump, Donald J.",republican,"1,202,484","2,780,220",43.25%,2,YES
2016,Connecticut,CT,9,16,1,US President,"Clinton, Hillary",democrat,"897,572","1,644,920",54.57%,1,NO
2016,Connecticut,CT,9,16,1,US President,"Trump, Donald J.",republican,"673,215","1,644,920",40.93%,2,YES
2016,Delaware,DE,10,51,11,US President,"Clinton, Hillary",democrat,"235,603","441,590",53.35%,1,NO
2016,Delaware,DE,10,51,11,US President,"Trump, Donald J.",republican,"185,127","441,590",41.92%,2,YES
2016,District of Columbia,DC,11,53,55,US President,"Clinton, Hillary",democrat,"282,830","312,575",90.48%,1,NO
2016,District of Columbia,DC,11,53,55,US President,"Trump, Donald J.",republican,"12,723","312,575",4.07%,2,YES
2016,Florida,FL,12,59,43,US President,"Trump, Donald J.",republican,"4,617,886","9,420,039",49.02%,1,YES
2016,Florida,FL,12,59,43,US President,"Clinton, Hillary",democrat,"4,504,975","9,420,039",47.82%,2,NO
2016,Georgia,GA,13,58,44,US President,"Trump, Donald J.",republican,"2,089,104","4,114,732",50.77%,1,YES
2016,Georgia,GA,13,58,44,US President,"Clinton, Hillary",democrat,"1,877,963","4,114,732",45.64%,2,NO
2016,Hawaii,HI,15,95,82,US President,"Clinton, Hillary",democrat,"266,891","437,664",60.98%,1,NO
2016,Hawaii,HI,15,95,82,US President,"Trump, Donald J.",republican,"128,847","437,664",29.44%,2,YES
2016,Idaho,ID,16,82,63,US President,"Trump, Donald J.",republican,"409,055","690,255",59.26%,1,YES
2016,Idaho,ID,16,82,63,US President,"Clinton, Hillary",democrat,"189,765","690,255",27.49%,2,NO
2016,Illinois,IL,17,33,21,US President,"Clinton, Hillary",democrat,"3,090,729","5,536,424",55.83%,1,NO
2016,Illinois,IL,17,33,21,US President,"Trump, Donald J.",republican,"2,146,015","5,536,424",38.76%,2,YES
2016,Indiana,IN,18,32,22,US President,"Trump, Donald J.",republican,"1,557,286","2,734,958",56.94%,1,YES
2016,Indiana,IN,18,32,22,US President,"Clinton, Hillary",democrat,"1,033,126","2,734,958",37.77%,2,NO
2016,Iowa,IA,19,42,31,US President,"Trump, Donald J.",republican,"800,983","1,565,580",51.16%,1,YES
2016,Iowa,IA,19,42,31,US President,"Clinton, Hillary",democrat,"653,669","1,565,580",41.75%,2,NO
2016,Kansas,KS,20,47,32,US President,"Trump, Donald J.",republican,"671,018","1,184,402",56.65%,1,YES
2016,Kansas,KS,20,47,32,US President,"Clinton, Hillary",democrat,"427,005","1,184,402",36.05%,2,NO
2016,Kentucky,KY,21,61,51,US President,"Trump, Donald J.",republican,"1,202,971","1,924,149",62.52%,1,YES
2016,Kentucky,KY,21,61,51,US President,"Clinton, Hillary",democrat,"628,854","1,924,149",32.68%,2,NO
2016,Louisiana,LA,22,72,45,US President,"Trump, Donald J.",republican,"1,178,638","2,029,032",58.09%,1,YES
2016,Louisiana,LA,22,72,45,US President,"Clinton, Hillary",democrat,"780,154","2,029,032",38.45%,2,NO
2016,Maine,ME,23,11,2,US President,"Clinton, Hillary",democrat,"357,735","771,892",46.35%,1,NO
2016,Maine,ME,23,11,2,US President,"Trump, Donald J.",republican,"335,593","771,892",43.48%,2,YES
2016,Maryland,MD,24,52,52,US President,"Clinton, Hillary",democrat,"1,677,928","2,781,446",60.33%,1,NO
2016,Maryland,MD,24,52,52,US President,"Trump, Donald J.",republican,"943,169","2,781,446",33.91%,2,YES
2016,Maryland,MD,24,52,52,US President,"Trump, Donald J.",republican,259,"2,781,446",0.01%,2,YES
2016,Maryland,MD,24,52,52,US President,"Clinton, Hillary",democrat,78,"2,781,446",0.00%,2,NO
2016,Massachusetts,MA,25,14,3,US President,"Clinton, Hillary",democrat,"1,995,196","3,378,821",59.05%,1,NO
2016,Massachusetts,MA,25,14,3,US President,"Trump, Donald J.",republican,"1,090,893","3,378,821",32.29%,2,YES
2016,Michigan,MI,26,34,23,US President,"Trump, Donald J.",republican,"2,279,543","4,799,284",47.50%,1,YES
2016,Michigan,MI,26,34,23,US President,"Clinton, Hillary",democrat,"2,268,839","4,799,284",47.27%,2,NO
2016,Minnesota,MN,27,41,33,US President,"Clinton, Hillary",democrat,"1,367,705","2,944,782",46.45%,1,NO
2016,Minnesota,MN,27,41,33,US President,"Trump, Donald J.",republican,"1,322,949","2,944,782",44.93%,2,YES
2016,Mississippi,MS,28,64,46,US President,"Trump, Donald J.",republican,"700,714","1,209,357",57.94%,1,YES
2016,Mississippi,MS,28,64,46,US President,"Clinton, Hillary",democrat,"485,131","1,209,357",40.11%,2,NO
2016,Missouri,MO,29,43,34,US President,"Trump, Donald J.",republican,"1,594,511","2,808,605",56.77%,1,YES
2016,Missouri,MO,29,43,34,US President,"Clinton, Hillary",democrat,"1,071,068","2,808,605",38.14%,2,NO
2016,Montana,MT,30,81,64,US President,"Trump, Donald J.",republican,"279,240","494,526",56.47%,1,YES
2016,Montana,MT,30,81,64,US President,"Clinton, Hillary",democrat,"177,709","494,526",35.94%,2,NO
2016,Nebraska,NE,31,46,35,US President,"Trump, Donald J.",republican,"495,961","844,227",58.75%,1,YES
2016,Nebraska,NE,31,46,35,US President,"Clinton, Hillary",democrat,"284,494","844,227",33.70%,2,NO
2016,Nevada,NV,32,88,65,US President,"Clinton, Hillary",democrat,"539,260","1,125,385",47.92%,1,NO
2016,Nevada,NV,32,88,65,US President,"Trump, Donald J.",republican,"512,058","1,125,385",45.50%,2,YES
2016,New Hampshire,NH,33,12,4,US President,"Clinton, Hillary",democrat,"348,526","744,296",46.83%,1,NO
2016,New Hampshire,NH,33,12,4,US President,"Trump, Donald J.",republican,"345,790","744,296",46.46%,2,YES
2016,New Jersey,NJ,34,22,12,US President,"Clinton, Hillary",democrat,"2,148,278","3,874,046",55.45%,1,NO
2016,New Jersey,NJ,34,22,12,US President,"Trump, Donald J.",republican,"1,601,933","3,874,046",41.35%,2,YES
2016,New Mexico,NM,35,85,66,US President,"Clinton, Hillary",democrat,"385,234","798,319",48.26%,1,NO
2016,New Mexico,NM,35,85,66,US President,"Trump, Donald J.",republican,"319,667","798,319",40.04%,2,YES
2016,New York,NY,36,21,13,US President,"Clinton, Hillary",democrat,"4,379,789","7,802,084",56.14%,1,NO
2016,New York,NY,36,21,13,US President,"Trump, Donald J.",republican,"2,527,142","7,802,084",32.39%,2,YES
2016,New York,NY,36,21,13,US President,"Trump, Donald J.",conservative,"292,392","7,802,084",3.75%,2,YES
2016,New York,NY,36,21,13,US President,"Clinton, Hillary",working families,"140,041","7,802,084",1.79%,2,NO
2016,New York,NY,36,21,13,US President,"Clinton, Hillary",women's equality,"36,294","7,802,084",0.47%,2,NO
2016,North Carolina,NC,37,56,47,US President,"Trump, Donald J.",republican,"2,362,631","4,741,564",49.83%,1,YES
2016,North Carolina,NC,37,56,47,US President,"Clinton, Hillary",democrat,"2,189,316","4,741,564",46.17%,2,NO
2016,North Dakota,ND,38,44,36,US President,"Trump, Donald J.",republican,"216,794","344,360",62.96%,1,YES
2016,North Dakota,ND,38,44,36,US President,"Clinton, Hillary",democrat,"93,758","344,360",27.23%,2,NO
2016,Ohio,OH,39,31,24,US President,"Trump, Donald J.",republican,"2,841,005","5,496,487",51.69%,1,YES
2016,Ohio,OH,39,31,24,US President,"Clinton, Hillary",democrat,"2,394,164","5,496,487",43.56%,2,NO
2016,Oklahoma,OK,40,73,53,US President,"Trump, Donald J.",republican,"949,136","1,452,992",65.32%,1,YES
2016,Oklahoma,OK,40,73,53,US President,"Clinton, Hillary",democrat,"420,375","1,452,992",28.93%,2,NO
2016,Oregon,OR,41,92,72,US President,"Clinton, Hillary",democrat,"1,002,106","2,001,336",50.07%,1,NO
2016,Oregon,OR,41,92,72,US President,"Trump, Donald J.",republican,"782,403","2,001,336",39.09%,2,YES
2016,Pennsylvania,PA,42,23,14,US President,"Trump, Donald J.",republican,"2,970,733","6,115,402",48.58%,1,YES
2016,Pennsylvania,PA,42,23,14,US President,"Clinton, Hillary",democrat,"2,926,441","6,115,402",47.85%,2,NO
2016,Rhode Island,RI,44,15,5,US President,"Clinton, Hillary",democrat,"252,525","464,144",54.41%,1,NO
2016,Rhode Island,RI,44,15,5,US President,"Trump, Donald J.",republican,"180,543","464,144",38.90%,2,YES
2016,South Carolina,SC,45,57,48,US President,"Trump, Donald J.",republican,"1,155,389","2,103,027",54.94%,1,YES
2016,South Carolina,SC,45,57,48,US President,"Clinton, Hillary",democrat,"855,373","2,103,027",40.67%,2,NO
2016,South Dakota,SD,46,45,37,US President,"Trump, Donald J.",republican,"227,721","370,093",61.53%,1,YES
2016,South Dakota,SD,46,45,37,US President,"Clinton, Hillary",democrat,"117,458","370,093",31.74%,2,NO
2016,Tennessee,TN,47,62,54,US President,"Trump, Donald J.",republican,"1,522,925","2,508,027",60.72%,1,YES
2016,Tennessee,TN,47,62,54,US President,"Clinton, Hillary",democrat,"870,695","2,508,027",34.72%,2,NO
2016,Texas,TX,48,74,49,US President,"Trump, Donald J.",republican,"4,685,047","8,969,226",52.23%,1,YES
2016,Texas,TX,48,74,49,US President,"Clinton, Hillary",democrat,"3,877,868","8,969,226",43.24%,2,NO
2016,Utah,UT,49,87,67,US President,"Trump, Donald J.",republican,"515,211","1,131,317",45.54%,1,YES
2016,Utah,UT,49,87,67,US President,"Clinton, Hillary",democrat,"310,674","1,131,317",27.46%,2,NO
2016,Vermont,VT,50,13,6,US President,"Clinton, Hillary",democrat,"178,573","320,467",55.72%,1,NO
2016,Vermont,VT,50,13,6,US President,"Trump, Donald J.",republican,"95,369","320,467",29.76%,2,YES
2016,Virginia,VA,51,54,40,US President,"Clinton, Hillary",democrat,"1,981,473","3,982,752",49.75%,1,NO
2016,Virginia,VA,51,54,40,US President,"Trump, Donald J.",republican,"1,769,443","3,982,752",44.43%,2,YES
2016,Washington,WA,53,91,73,US President,"Clinton, Hillary",democrat,"1,742,718","3,317,019",52.54%,1,NO
2016,Washington,WA,53,91,73,US President,"Trump, Donald J.",republican,"1,221,747","3,317,019",36.83%,2,YES
2016,West Virginia,WV,54,55,56,US President,"Trump, Donald J.",republican,"489,371","713,051",68.63%,1,YES
2016,West Virginia,WV,54,55,56,US President,"Clinton, Hillary",democrat,"188,794","713,051",26.48%,2,NO
2016,Wisconsin,WI,55,35,25,US President,"Trump, Donald J.",republican,"1,405,284","2,976,150",47.22%,1,YES
2016,Wisconsin,WI,55,35,25,US President,"Clinton, Hillary",democrat,"1,382,536","2,976,150",46.45%,2,NO
2016,Wyoming,WY,56,83,68,US President,"Trump, Donald J.",republican,"174,419","258,788",67.40%,1,YES
2016,Wyoming,WY,56,83,68,US President,"Clinton, Hillary",democrat,"55,973","258,788",21.63%,2,NO
